system,local_id,entity_kind,entity_id
claims_a,MB73998961,member,M-000264
claims_a,MB48149482,member,M-000951
claims_a,MB95868110,member,M-001286
claims_a,MB05614174,member,M-000077
claims_a,MB81178885,member,M-000070
claims_a,MB00344303,member,M-000198
claims_a,MB95449930,member,M-000698
claims_a,MB34029139,member,M-002388
claims_a,MB29009211,member,M-002356
claims_a,MB84644215,member,M-001208
claims_a,MB22294301,member,M-001678
claims_a,MB92884197,member,M-002177
claims_a,MB14479352,member,M-002117
claims_a,MB05892974,member,M-001219
claims_a,MB56240084,member,M-000119
claims_a,MB12339511,member,M-002214
claims_a,MB28463020,member,M-002366
claims_a,MB88131849,member,M-002108
claims_a,MB01890348,member,M-000460
claims_a,MB12842469,member,M-001395
claims_a,MB78786294,member,M-001876
claims_a,MB80142265,member,M-001178
claims_a,MB30317689,member,M-002181
claims_a,MB53255602,member,M-000959
claims_a,MB90996763,member,M-001803
claims_a,MB18208520,member,M-000241
claims_a,MB22909541,member,M-001380
claims_a,MB96416275,member,M-000132
claims_a,MB39807633,member,M-001427
claims_a,MB92647902,member,M-000244
claims_a,MB95186914,member,M-001795
claims_a,MB15541047,member,M-000833
claims_a,MB60937796,member,M-002358
claims_a,MB21264801,member,M-000819
claims_a,MB68255127,member,M-001177
claims_a,MB59584522,member,M-000376
claims_a,MB83031143,member,M-001451
claims_a,MB90368626,member,M-000929
claims_a,MB03989423,member,M-001530
claims_a,MB86274567,member,M-000357
claims_a,MB65884623,member,M-000159
claims_a,MB90455408,member,M-002268
claims_a,MB78478184,member,M-000693
claims_a,MB67631755,member,M-000495
claims_a,MB04547522,member,M-001594
claims_a,MB70381817,member,M-000530
claims_a,MB42681823,member,M-000721
claims_a,MB26841625,member,M-001924
claims_a,MB38744673,member,M-000608
claims_a,MB11307671,member,M-000649
claims_a,MB36197787,member,M-001409
claims_a,MB87112459,member,M-001434
claims_a,MB91590630,member,M-001443
claims_a,MB34935754,member,M-001624
claims_a,MB18453800,member,M-000524
claims_a,MB92849750,member,M-002013
claims_a,MB20601268,member,M-002072
claims_a,MB24525524,member,M-001986
claims_a,MB97754450,member,M-002078
claims_a,MB16094525,member,M-000696
claims_a,MB84122098,member,M-001567
claims_a,MB89889098,member,M-000062
claims_a,MB59573887,member,M-001444
claims_a,MB90105606,member,M-001201
claims_a,MB47665946,member,M-000874
claims_a,MB13208247,member,M-001868
claims_a,MB09295792,member,M-002259
claims_a,MB56267415,member,M-000061
claims_a,MB48359530,member,M-001053
claims_a,MB11716836,member,M-000553
claims_a,MB88824290,member,M-000485
claims_a,MB44099326,member,M-000208
claims_a,MB14319594,member,M-001033
claims_a,MB70218664,member,M-002275
claims_a,MB90395620,member,M-000488
claims_a,MB36169218,member,M-002110
claims_a,MB88612211,member,M-000497
claims_a,MB65641573,member,M-002115
claims_a,MB88817918,member,M-000980
claims_a,MB64803086,member,M-002144
claims_a,MB53814070,member,M-001858
claims_a,MB49667685,member,M-000281
claims_a,MB55250068,member,M-000184
claims_a,MB69244185,member,M-000337
claims_a,MB79503557,member,M-000977
claims_a,MB45694444,member,M-002357
claims_a,MB17956913,member,M-000827
claims_a,MB36778269,member,M-000634
claims_a,MB35833156,member,M-000015
claims_a,MB81709974,member,M-001788
claims_a,MB71600831,member,M-000934
claims_a,MB82232236,member,M-000577
claims_a,MB33266810,member,M-000718
claims_a,MB74121929,member,M-000192
claims_a,MB40232066,member,M-000560
claims_a,MB27775381,member,M-000617
claims_a,MB33635732,member,M-001913
claims_a,MB26830448,member,M-000895
claims_a,MB11457410,member,M-000268
claims_a,MB92038468,member,M-000835
claims_a,MB49650807,member,M-001386
claims_a,MB36218400,member,M-002258
claims_a,MB57063296,member,M-000612
claims_a,MB58959861,member,M-001202
claims_a,MB22969840,member,M-000016
claims_a,MB07284695,member,M-000871
claims_a,MB19670044,member,M-001734
claims_a,MB30097200,member,M-000385
claims_a,MB10952896,member,M-000341
claims_a,MB46045630,member,M-000583
claims_a,MB27626276,member,M-002318
claims_a,MB64635885,member,M-002313
claims_a,MB75405783,member,M-000417
claims_a,MB28410963,member,M-001375
claims_a,MB90140437,member,M-001589
claims_a,MB04265799,member,M-000003
claims_a,MB98488338,member,M-000140
claims_a,MB38349783,member,M-000113
claims_a,MB54953237,member,M-000389
claims_a,MB68679929,member,M-000844
claims_a,MB41895110,member,M-001268
claims_a,MB95737424,member,M-001824
claims_a,MB90302303,member,M-001990
claims_a,MB43333406,member,M-002344
claims_a,MB25420283,member,M-001758
claims_a,MB06914893,member,M-002155
claims_a,MB92683136,member,M-001051
claims_a,MB00734097,member,M-000994
claims_a,MB30056261,member,M-002285
claims_a,MB98755046,member,M-001002
claims_a,MB59313284,member,M-001817
claims_a,MB67326285,member,M-002232
claims_a,MB44445587,member,M-001835
claims_a,MB82778089,member,M-001672
claims_a,MB84028236,member,M-001676
claims_a,MB85424250,member,M-001750
claims_a,MB92413212,member,M-001189
claims_a,MB88698490,member,M-001662
claims_a,MB08041391,member,M-000403
claims_a,MB34331441,member,M-000831
claims_a,MB65228535,member,M-000035
claims_a,MB48255231,member,M-000575
claims_a,MB66743428,member,M-000514
claims_a,MB83276088,member,M-001429
claims_a,MB61433172,member,M-001740
claims_a,MB71721578,member,M-000574
claims_a,MB81094790,member,M-000869
claims_a,MB23581963,member,M-001961
claims_a,MB25978571,member,M-001242
claims_a,MB86825515,member,M-000362
claims_a,MB93541005,member,M-001092
claims_a,MB56257000,member,M-001882
claims_a,MB95084373,member,M-001127
claims_a,MB09510600,member,M-001402
claims_a,MB47380159,member,M-002354
claims_a,MB61408972,member,M-002036
claims_a,MB59195194,member,M-000432
claims_a,MB30587988,member,M-000012
claims_a,MB89501846,member,M-000217
claims_a,MB74209721,member,M-002294
claims_a,MB16581824,member,M-001216
claims_a,MB90961791,member,M-001344
claims_a,MB72060023,member,M-000593
claims_a,MB06594707,member,M-002368
claims_a,MB89135168,member,M-001926
claims_a,MB07505818,member,M-001149
claims_a,MB89377391,member,M-001480
claims_a,MB18740864,member,M-000021
claims_a,MB74547422,member,M-001307
claims_a,MB19531743,member,M-001192
claims_a,MB29781129,member,M-001141
claims_a,MB37432067,member,M-001528
claims_a,MB43389073,member,M-000186
claims_a,MB86104027,member,M-000483
claims_a,MB62980385,member,M-001688
claims_a,MB50803895,member,M-000968
claims_a,MB94233276,member,M-002278
claims_a,MB77984620,member,M-001188
claims_a,MB08277097,member,M-000702
claims_a,MB91563151,member,M-001712
claims_a,MB50509993,member,M-000969
claims_a,MB64863150,member,M-001316
claims_a,MB08244186,member,M-001544
claims_a,MB71056927,member,M-001180
claims_a,MB13311507,member,M-000263
claims_a,MB82993446,member,M-000930
claims_a,MB96074611,member,M-001510
claims_a,MB09067690,member,M-000355
claims_a,MB57821509,member,M-002106
claims_a,MB04623108,member,M-001920
claims_a,MB09796799,member,M-000656
claims_a,MB52425387,member,M-002190
claims_a,MB08448940,member,M-001445
claims_a,MB56379776,member,M-001807
claims_a,MB24272734,member,M-000329
claims_a,MB68675400,member,M-001724
claims_a,MB40851122,member,M-000240
claims_a,MB87069904,member,M-000513
claims_a,MB76325036,member,M-001410
claims_a,MB88654879,member,M-000803
claims_a,MB49772648,member,M-001008
claims_a,MB78577462,member,M-001212
claims_a,MB82147935,member,M-001393
claims_a,MB07319968,member,M-001167
claims_a,MB32858752,member,M-002247
claims_a,MB82650976,member,M-001328
claims_a,MB68786599,member,M-001927
claims_a,MB39786693,member,M-000920
claims_a,MB37373949,member,M-001932
claims_a,MB78673120,member,M-001975
claims_a,MB64154596,member,M-000725
claims_a,MB76609843,member,M-001638
claims_a,MB98908471,member,M-001016
claims_a,MB54008708,member,M-001649
claims_a,MB84184877,member,M-000768
claims_a,MB65122376,member,M-001634
claims_a,MB29573041,member,M-002152
claims_a,MB89774697,member,M-000121
claims_a,MB85306788,member,M-000139
claims_a,MB36048781,member,M-000777
claims_a,MB93212294,member,M-001911
claims_a,MB05727818,member,M-002246
claims_a,MB05245871,member,M-001901
claims_a,MB58211760,member,M-000820
claims_a,MB22573855,member,M-001777
claims_a,MB25320492,member,M-000201
claims_a,MB40169346,member,M-002109
claims_a,MB00965138,member,M-000041
claims_a,MB04772547,member,M-001250
claims_a,MB22999523,member,M-001848
claims_a,MB60165940,member,M-001956
claims_a,MB88145654,member,M-000273
claims_a,MB08181595,member,M-000498
claims_a,MB41935074,member,M-001278
claims_a,MB67292380,member,M-000312
claims_a,MB51189424,member,M-001647
claims_a,MB71659221,member,M-000893
claims_a,MB98926537,member,M-000719
claims_a,MB08273096,member,M-000760
claims_a,MB35503389,member,M-000009
claims_a,MB13116517,member,M-001553
claims_a,MB04370484,member,M-001038
claims_a,MB50885459,member,M-000126
claims_a,MB80904160,member,M-000456
claims_a,MB95648168,member,M-001214
claims_a,MB40811697,member,M-001324
claims_a,MB24011268,member,M-001131
claims_a,MB25086055,member,M-000973
claims_a,MB16853900,member,M-001775
claims_a,MB12684736,member,M-001489
claims_a,MB54795619,member,M-000501
claims_a,MB46938140,member,M-001164
claims_a,MB42222252,member,M-002224
claims_a,MB14404851,member,M-001513
claims_a,MB39922369,member,M-000597
claims_a,MB49491122,member,M-000308
claims_a,MB84082607,member,M-001396
claims_a,MB49716992,member,M-001425
claims_a,MB62482955,member,M-001411
claims_a,MB16613686,member,M-001756
claims_a,MB85978796,member,M-001939
claims_a,MB21265947,member,M-002292
claims_a,MB05609238,member,M-001778
claims_a,MB14490391,member,M-000259
claims_a,MB44438762,member,M-000749
claims_a,MB92422327,member,M-002026
claims_a,MB01693222,member,M-001095
claims_a,MB94051987,member,M-002053
claims_a,MB37465789,member,M-001916
claims_a,MB21009452,member,M-000169
claims_a,MB63481353,member,M-000045
claims_a,MB03329148,member,M-001755
claims_a,MB24609232,member,M-001282
claims_a,MB70846080,member,M-002033
claims_a,MB92374176,member,M-002346
claims_a,MB94969231,member,M-002296
claims_a,MB62423883,member,M-000678
claims_a,MB24073380,member,M-000081
claims_a,MB01335293,member,M-001713
claims_a,MB13346779,member,M-002052
claims_a,MB48966946,member,M-000014
claims_a,MB00613380,member,M-001394
claims_a,MB63070585,member,M-000170
claims_a,MB56528833,member,M-001551
claims_a,MB97710595,member,M-001471
claims_a,MB49264742,member,M-002097
claims_a,MB11171324,member,M-001960
claims_a,MB80048179,member,M-001295
claims_a,MB65964394,member,M-001762
claims_a,MB80559564,member,M-000754
claims_a,MB02132081,member,M-001674
claims_a,MB09893106,member,M-000744
claims_a,MB61127098,member,M-001741
claims_a,MB64243595,member,M-001284
claims_a,MB95746990,member,M-000714
claims_a,MB97529576,member,M-000860
claims_a,MB67560039,member,M-002281
claims_a,MB81014793,member,M-002073
claims_a,MB68495121,member,M-001781
claims_a,MB75825317,member,M-001253
claims_a,MB78135616,member,M-001144
claims_a,MB59096899,member,M-000205
claims_a,MB67388734,member,M-002273
claims_a,MB94101212,member,M-002034
claims_a,MB29735904,member,M-000257
claims_a,MB43359494,member,M-002192
claims_a,MB78863127,member,M-000771
claims_a,MB38260712,member,M-001399
claims_a,MB70368504,member,M-000784
claims_a,MB57653606,member,M-000591
claims_a,MB97854904,member,M-000047
claims_a,MB82950779,member,M-000328
claims_a,MB24146337,member,M-002324
claims_a,MB73569939,member,M-000841
claims_a,MB34926669,member,M-001632
claims_a,MB88520663,member,M-001220
claims_a,MB20144023,member,M-000674
claims_a,MB11402740,member,M-000282
claims_a,MB35729141,member,M-001612
claims_a,MB49755172,member,M-000515
claims_a,MB33742830,member,M-000153
claims_a,MB24680787,member,M-001063
claims_a,MB55691824,member,M-001763
claims_a,MB47606004,member,M-002264
claims_a,MB73302419,member,M-001458
claims_a,MB49338378,member,M-001605
claims_a,MB14670297,member,M-001237
claims_a,MB46440312,member,M-000916
claims_a,MB02188077,member,M-001140
claims_a,MB66669607,member,M-000224
claims_a,MB53359331,member,M-001467
claims_a,MB11828592,member,M-000296
claims_a,MB18050706,member,M-001539
claims_a,MB01649277,member,M-000673
claims_a,MB20356881,member,M-001943
claims_a,MB05613827,member,M-001204
claims_a,MB88614357,member,M-002000
claims_a,MB00969945,member,M-001991
claims_a,MB92051321,member,M-001247
claims_a,MB40303435,member,M-001246
claims_a,MB90197485,member,M-000493
claims_a,MB98625200,member,M-002387
claims_a,MB74759271,member,M-001620
claims_a,MB53773642,member,M-001009
claims_a,MB49203071,member,M-000830
claims_a,MB15374874,member,M-000027
claims_a,MB38013916,member,M-001962
claims_a,MB54664494,member,M-001519
claims_a,MB76740966,member,M-001743
claims_a,MB36602780,member,M-001574
claims_a,MB41302939,member,M-001373
claims_a,MB82906016,member,M-000838
claims_a,MB90713544,member,M-000437
claims_a,MB53069304,member,M-001753
claims_a,MB95189821,member,M-002112
claims_a,MB55838294,member,M-000853
claims_a,MB57496675,member,M-002276
claims_a,MB20922844,member,M-002210
claims_a,MB15437721,member,M-002122
claims_a,MB10570029,member,M-002230
claims_a,MB73489212,member,M-001747
claims_a,MB29334741,member,M-001933
claims_a,MB57985905,member,M-000178
claims_a,MB60797197,member,M-001298
claims_a,MB14883373,member,M-000286
claims_a,MB62309982,member,M-001914
claims_a,MB43231088,member,M-000622
claims_a,MB08883684,member,M-000019
claims_a,MB93333735,member,M-001311
claims_a,MB07504382,member,M-000978
claims_a,MB33321320,member,M-000675
claims_a,MB76726461,member,M-000311
claims_a,MB73089925,member,M-000173
claims_a,MB83623280,member,M-001171
claims_a,MB28874646,member,M-000280
claims_a,MB63919907,member,M-002364
claims_a,MB61928212,member,M-001877
claims_a,MB88013189,member,M-001125
claims_a,MB34160831,member,M-000992
claims_a,MB20807167,member,M-001114
claims_a,MB11669195,member,M-002088
claims_a,MB25805259,member,M-000438
claims_a,MB18392710,member,M-000422
claims_a,MB72804407,member,M-001428
claims_a,MB86592295,member,M-000374
claims_a,MB26770527,member,M-000451
claims_a,MB02047721,member,M-001271
claims_a,MB56135725,member,M-002085
claims_a,MB30484663,member,M-001075
claims_a,MB17151649,member,M-001659
claims_a,MB18223512,member,M-001310
claims_a,MB27713235,member,M-001895
claims_a,MB95347796,member,M-000890
claims_a,MB81734598,member,M-000031
claims_a,MB41819114,member,M-001091
claims_a,MB36114740,member,M-001030
claims_a,MB57834613,member,M-002234
claims_a,MB57293719,member,M-001976
claims_a,MB89482259,member,M-001101
claims_a,MB47146562,member,M-001547
claims_a,MB93553800,member,M-001793
claims_a,MB73914523,member,M-001575
claims_a,MB81932582,member,M-001784
claims_a,MB79010042,member,M-000825
claims_a,MB68089422,member,M-001703
claims_a,MB19588118,member,M-001615
claims_a,MB57914523,member,M-000989
claims_a,MB78213973,member,M-000320
claims_a,MB45667651,member,M-000007
claims_a,MB20270856,member,M-000525
claims_a,MB39658873,member,M-001660
claims_a,MB10926356,member,M-001854
claims_a,MB78634827,member,M-000548
claims_a,MB60062404,member,M-001139
claims_a,MB30885447,member,M-002196
claims_a,MB33734435,member,M-000902
claims_a,MB02111482,member,M-000527
claims_a,MB94143874,member,M-000621
claims_a,MB77781432,member,M-002397
claims_a,MB33077929,member,M-000549
claims_a,MB21204188,member,M-000632
claims_a,MB64929189,member,M-001001
claims_a,MB06818112,member,M-000072
claims_a,MB00404729,member,M-000480
claims_a,MB05864298,member,M-000330
claims_a,MB62458605,member,M-001431
claims_a,MB41343854,member,M-001294
claims_a,MB13253224,member,M-001768
claims_a,MB68808477,member,M-001322
claims_a,MB53541768,member,M-001648
claims_a,MB18790705,member,M-000953
claims_a,MB03296743,member,M-000581
claims_a,MB38833650,member,M-000619
claims_a,MB66532158,member,M-001682
claims_a,MB88889317,member,M-001786
claims_a,MB92149351,member,M-000646
claims_a,MB65539501,member,M-002383
claims_a,MB42252354,member,M-001714
claims_a,MB59622247,member,M-001470
claims_a,MB63844258,member,M-001520
claims_a,MB46420476,member,M-000544
claims_a,MB69634938,member,M-001862
claims_a,MB06280294,member,M-002333
claims_a,MB09391725,member,M-000092
claims_a,MB47194894,member,M-001492
claims_a,MB15881472,member,M-002365
claims_a,MB59804203,member,M-001469
claims_a,MB14716857,member,M-000024
claims_a,MB56306216,member,M-001487
claims_a,MB46309454,member,M-000970
claims_a,MB54914054,member,M-000571
claims_a,MB12684373,member,M-000318
claims_a,MB72723772,member,M-001757
claims_a,MB84989976,member,M-000299
claims_a,MB30317902,member,M-001558
claims_a,MB87826062,member,M-002139
claims_a,MB50103798,member,M-000354
claims_a,MB93079853,member,M-002197
claims_a,MB07148018,member,M-000340
claims_a,MB93480498,member,M-000242
claims_a,MB27409946,member,M-001952
claims_a,MB29633659,member,M-000940
claims_a,MB71182864,member,M-000032
claims_a,MB49411699,member,M-001439
claims_a,MB37207440,member,M-001482
claims_a,MB57503414,member,M-000022
claims_a,MB37338124,member,M-000006
claims_a,MB30095669,member,M-001656
claims_a,MB59118721,member,M-000160
claims_a,MB22928708,member,M-000755
claims_a,MB10460758,member,M-000638
claims_a,MB03143613,member,M-001725
claims_a,MB33446826,member,M-000107
claims_a,MB52324272,member,M-001068
claims_a,MB91461639,member,M-001098
claims_a,MB16726926,member,M-000093
claims_a,MB15747238,member,M-002055
claims_a,MB98594487,member,M-001839
claims_a,MB40673953,member,M-001538
claims_a,MB76113817,member,M-001985
claims_a,MB01118688,member,M-002399
claims_a,MB25529779,member,M-001263
claims_a,MB66616115,member,M-001442
claims_a,MB60394210,member,M-001879
claims_a,MB49616555,member,M-001454
claims_a,MB40113698,member,M-001369
claims_a,MB60726434,member,M-000585
claims_a,MB81415657,member,M-000037
claims_a,MB79047551,member,M-000732
claims_a,MB95012811,member,M-000665
claims_a,MB61836850,member,M-001024
claims_a,MB56682016,member,M-000640
claims_a,MB99125431,member,M-001048
claims_a,MB17513454,member,M-002138
claims_a,MB61410640,member,M-001203
claims_a,MB72079745,member,M-000913
claims_a,MB53995920,member,M-001563
claims_a,MB94983411,member,M-000911
claims_a,MB80048665,member,M-000025
claims_a,MB60945449,member,M-001115
claims_a,MB48258264,member,M-000466
claims_a,MB58549800,member,M-001687
claims_a,MB99595101,member,M-000292
claims_a,MB72248455,member,M-002022
claims_a,MB19950518,member,M-002189
claims_a,MB85682794,member,M-002301
claims_a,MB06927215,member,M-000189
claims_a,MB27636546,member,M-001554
claims_a,MB12952493,member,M-001505
claims_a,MB03670974,member,M-001598
claims_a,MB22145548,member,M-000748
claims_a,MB98563672,member,M-002266
claims_a,MB25186888,member,M-002270
claims_a,MB55446317,member,M-000814
claims_a,MB85335496,member,M-001776
claims_a,MB45119729,member,M-001156
claims_a,MB11052218,member,M-000921
claims_a,MB53423225,member,M-000377
claims_a,MB35507920,member,M-000172
claims_a,MB14012339,member,M-002219
claims_a,MB77181563,member,M-000349
claims_a,MB78710632,member,M-001831
claims_a,MB48486215,member,M-001516
claims_a,MB76893142,member,M-001186
claims_a,MB67082048,member,M-001881
claims_a,MB88380502,member,M-001977
claims_a,MB40643870,member,M-000306
claims_a,MB70576741,member,M-001610
claims_a,MB11631697,member,M-000143
claims_a,MB42481834,member,M-001552
claims_a,MB29364802,member,M-002359
claims_a,MB92044391,member,M-002390
claims_a,MB86516297,member,M-002051
claims_a,MB20774029,member,M-000997
claims_a,MB82423989,member,M-000710
claims_a,MB63697356,member,M-000789
claims_a,MB35279000,member,M-001042
claims_a,MB90213341,member,M-000880
claims_a,MB80525899,member,M-001814
claims_a,MB57722445,member,M-001161
claims_a,MB88349411,member,M-001759
claims_a,MB90297353,member,M-000479
claims_a,MB30214026,member,M-000792
claims_a,MB65718640,member,M-000602
claims_a,MB49125302,member,M-002143
claims_a,MB96539316,member,M-000109
claims_a,MB82716588,member,M-002093
claims_a,MB67621275,member,M-002151
claims_a,MB46676884,member,M-000486
claims_a,MB20509175,member,M-000115
claims_a,MB48345978,member,M-002001
claims_a,MB83366096,member,M-001863
claims_a,MB35596211,member,M-000739
claims_a,MB24049971,member,M-002240
claims_a,MB63733841,member,M-001586
claims_a,MB45642455,member,M-001367
claims_a,MB56857416,member,M-002212
claims_a,MB33322272,member,M-000409
claims_a,MB91384912,member,M-001717
claims_a,MB51883966,member,M-000791
claims_a,MB55686049,member,M-001946
claims_a,MB23955951,member,M-001029
claims_a,MB66505939,member,M-002098
claims_a,MB98129162,member,M-000459
claims_a,MB95746805,member,M-000806
claims_a,MB27365878,member,M-000433
claims_a,MB85110541,member,M-000546
claims_a,MB99713959,member,M-001084
claims_a,MB45461591,member,M-000232
claims_a,MB42047653,member,M-001816
claims_a,MB09150490,member,M-000912
claims_a,MB37038339,member,M-001142
claims_a,MB90884102,member,M-000587
claims_a,MB12120246,member,M-000234
claims_a,MB53826716,member,M-000053
claims_a,MB64894729,member,M-000962
claims_a,MB88848098,member,M-000832
claims_a,MB10443030,member,M-000737
claims_a,MB62464258,member,M-000467
claims_a,MB24220459,member,M-000367
claims_a,MB56925051,member,M-001312
claims_a,MB66960098,member,M-000711
claims_a,MB10598952,member,M-000215
claims_a,MB00187899,member,M-002156
claims_a,MB89300492,member,M-000271
claims_a,MB55325058,member,M-001076
claims_a,MB54806853,member,M-002158
claims_a,MB53896091,member,M-001134
claims_a,MB59453211,member,M-001096
claims_a,MB90667566,member,M-000898
claims_a,MB32917490,member,M-002299
claims_a,MB41936181,member,M-000272
claims_a,MB94857204,member,M-001389
claims_a,MB65299245,member,M-002305
claims_a,MB01783979,member,M-001940
claims_a,MB90890722,member,M-001614
claims_a,MB19825571,member,M-000727
claims_a,MB44910261,member,M-001706
claims_a,MB00072871,member,M-001779
claims_a,MB15132198,member,M-000653
claims_a,MB65845287,member,M-001477
claims_a,MB62532267,member,M-001515
claims_a,MB03718391,member,M-001572
claims_a,MB55800998,member,M-001707
claims_a,MB18083446,member,M-001110
claims_a,MB33358157,member,M-001999
claims_a,MB58809216,member,M-000854
claims_a,MB73356206,member,M-000522
claims_a,MB18782825,member,M-001371
claims_a,MB00497109,member,M-001362
claims_a,MB70638102,member,M-000728
claims_a,MB16206185,member,M-001385
claims_a,MB58558918,member,M-001968
claims_a,MB65987111,member,M-001951
claims_a,MB21881401,member,M-001494
claims_a,MB65269412,member,M-002253
claims_a,MB09901281,member,M-002205
claims_a,MB68228715,member,M-001004
claims_a,MB86942366,member,M-002071
claims_a,MB61012513,member,M-002254
claims_a,MB37877173,member,M-002220
claims_a,MB32117961,member,M-000191
claims_a,MB47287718,member,M-000225
claims_a,MB10523679,member,M-001057
claims_a,MB03922081,member,M-002010
claims_a,MB38789478,member,M-000439
claims_a,MB85714702,member,M-001132
claims_a,MB39379055,member,M-002061
claims_a,MB60269093,member,M-000766
claims_a,MB15492573,member,M-000069
claims_a,MB80465529,member,M-001012
claims_a,MB77902618,member,M-001580
claims_a,MB54888712,member,M-001864
claims_a,MB46217844,member,M-000824
claims_a,MB87603904,member,M-002217
claims_a,MB38521233,member,M-002187
claims_a,MB80801586,member,M-000004
claims_a,MB76634749,member,M-001579
claims_a,MB01785713,member,M-001670
claims_a,MB66265010,member,M-001517
claims_a,MB92479309,member,M-001889
claims_a,MB43299069,member,M-000730
claims_a,MB22364326,member,M-001555
claims_a,MB30277197,member,M-001184
claims_a,MB55857931,member,M-000164
claims_a,MB25212337,member,M-001878
claims_a,MB28290610,member,M-000922
claims_a,MB30547349,member,M-000085
claims_a,MB72634888,member,M-000897
claims_a,MB17590313,member,M-002336
claims_a,MB46239991,member,M-000391
claims_a,MB81913332,member,M-001356
claims_a,MB71110769,member,M-000990
claims_a,MB63102032,member,M-001094
claims_a,MB80747752,member,M-002021
claims_a,MB50226379,member,M-001261
claims_a,MB20224423,member,M-001090
claims_a,MB90301937,member,M-001345
claims_a,MB62732043,member,M-000122
claims_a,MB86300902,member,M-000304
claims_a,MB09795032,member,M-002249
claims_a,MB75910136,member,M-001483
claims_a,MB92291478,member,M-001937
claims_a,MB87580116,member,M-002298
claims_a,MB65432046,member,M-001283
claims_a,MB43796105,member,M-001447
claims_a,MB43406567,member,M-001353
claims_a,MB30301728,member,M-002076
claims_a,MB47794571,member,M-001527
claims_a,MB58291349,member,M-001150
claims_a,MB56192230,member,M-000885
claims_a,MB82894635,member,M-002121
claims_a,MB74804948,member,M-001191
claims_a,MB98693352,member,M-001097
claims_a,MB91349351,member,M-000999
claims_a,MB06351040,member,M-001450
claims_a,MB34363268,member,M-002241
claims_a,MB77844239,member,M-000098
claims_a,MB52286305,member,M-002081
claims_a,MB67172936,member,M-000813
claims_a,MB27198033,member,M-001382
claims_a,MB85443567,member,M-002194
claims_a,MB19898606,member,M-001228
claims_a,MB31567079,member,M-002198
claims_a,MB36439333,member,M-002149
claims_a,MB20162191,member,M-002186
claims_a,MB81917334,member,M-000144
claims_a,MB37385696,member,M-000050
claims_a,MB87260863,member,M-000128
claims_a,MB61043277,member,M-002238
claims_a,MB62199925,member,M-001677
claims_a,MB39916439,member,M-000751
claims_a,MB98812961,member,M-000882
claims_a,MB03278320,member,M-000102
claims_a,MB16505688,member,M-001783
claims_a,MB19175605,member,M-001745
claims_a,MB50516391,member,M-001792
claims_a,MB20073763,member,M-000986
claims_a,MB53991141,member,M-000494
claims_a,MB61469875,member,M-001179
claims_a,MB23705307,member,M-001368
claims_a,MB14236463,member,M-001641
claims_a,MB71624345,member,M-001456
claims_a,MB57889258,member,M-001613
claims_a,MB80447099,member,M-000196
claims_a,MB68386961,member,M-000651
claims_a,MB46017729,member,M-000886
claims_a,MB11783647,member,M-001185
claims_a,MB77132010,member,M-001285
claims_a,MB97460687,member,M-001017
claims_a,MB67108989,member,M-002118
claims_a,MB23889703,member,M-000926
claims_a,MB80961645,member,M-000565
claims_a,MB96917555,member,M-000029
claims_a,MB87980930,member,M-000302
claims_a,MB78108751,member,M-000626
claims_a,MB10666936,member,M-002089
claims_a,MB99041044,member,M-001941
claims_a,MB86926431,member,M-000238
claims_a,MB75067208,member,M-002216
claims_a,MB84535600,member,M-001885
claims_a,MB56196330,member,M-001836
claims_a,MB40098215,member,M-002307
claims_a,MB13453152,member,M-002170
claims_a,MB88605814,member,M-001296
claims_a,MB04325890,member,M-000613
claims_a,MB39542951,member,M-001323
claims_a,MB94457033,member,M-000592
claims_a,MB61021210,member,M-000965
claims_a,MB80977513,member,M-001830
claims_a,MB41660066,member,M-001280
claims_a,MB36366259,member,M-001391
claims_a,MB42209421,member,M-000540
claims_a,MB17870584,member,M-000643
claims_a,MB21072888,member,M-001181
claims_a,MB95399141,member,M-000586
claims_a,MB50460287,member,M-001350
claims_a,MB58238367,member,M-000536
claims_a,MB20163227,member,M-002400
claims_a,MB87813295,member,M-000414
claims_a,MB46616029,member,M-001561
claims_a,MB09976458,member,M-000523
claims_a,MB72909480,member,M-000067
claims_a,MB50929647,member,M-000017
claims_a,MB55265613,member,M-001054
claims_a,MB26798789,member,M-001031
claims_a,MB36484819,member,M-000851
claims_a,MB63574016,member,M-001708
claims_a,MB54123845,member,M-000416
claims_a,MB16955763,member,M-002293
claims_a,MB12514663,member,M-001888
claims_a,MB53108878,member,M-000563
claims_a,MB13554707,member,M-000773
claims_a,MB38526473,member,M-001570
claims_a,MB86718276,member,M-001211
claims_a,MB52113377,member,M-000805
claims_a,MB27246265,member,M-001859
claims_a,MB69366056,member,M-000765
claims_a,MB65359668,member,M-001388
claims_a,MB28944689,member,M-000345
claims_a,MB85206855,member,M-000627
claims_a,MB64657836,member,M-000800
claims_a,MB32472381,member,M-000788
claims_a,MB24936450,member,M-001313
claims_a,MB60614013,member,M-001206
claims_a,MB35059710,member,M-000088
claims_a,MB49555330,member,M-000076
claims_a,MB85158087,member,M-002125
claims_a,MB35047967,member,M-000745
claims_a,MB23297540,member,M-002211
claims_a,MB37162866,member,M-000801
claims_a,MB84586329,member,M-000928
claims_a,MB55491233,member,M-001288
claims_a,MB73882978,member,M-001234
claims_a,MB58749047,member,M-000849
claims_a,MB15766039,member,M-000193
